URL,Lyrics,Title,Album Title
https://mojim.com/cny100019x73x6.htm,"
王菲






不得了


作词：林夕
作曲：C Y Kong
编曲：C Y Kong
别人没有的快乐　痛苦　我却放大来看　仿佛切肤
别人绝对的爱恶　好与差　我却偏偏可以置之不顾
我没有的谁亦有　我也懒去接收　为何缠着我手
无论你多我少　所爱没有跑掉　谁明白我满足得不得了
全人类也明暸　不见得需要
别人若有天有地　满分　我有眼泪和吻　好的要紧
别人在笑声之中　找快感　我却偏偏苦涩里找开心
我没有的谁亦有　我也懒去接收　为何缠着我手
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
无论你多我少　所爱没有跑掉　谁明白我满足得不得了
全人类也明暸　不见得需要
无论你多我少　所爱没有跑掉　谁明白我满足得不得了
无论你多我少　所爱没有跑掉　没缺少
随便我把纷纷扰扰缩细缩小别叫嚣
全人类也明暸　不见得需要
不得了　不需发烧　都不紧要　不需要叫嚣
不得了　但我转眼便决定忘掉
不得了　不得了　都不必叫嚣


 感谢 
Lion
 
 提供歌词

",不得了,敷衍
https://mojim.com/cny100019x73x7.htm,"
王菲






玩具


作词：林夕
作曲：C.Y.Kong
编曲：C.Y.Kong
除了你那须根太嫩　那副漂亮容貌没破损
除了那套新衣未会穿　你也算是完全
占据你是满足不过的志愿
一起渴睡一起醉　不高兴　一起去空虚
一起错亦一起对　彼此有谁
彼此也有玩具　一起进或一起退
没法一起失去
头发那染色可以换　眼角那道眉亦会转款
嫌这里太挤迫便去搬　转转这道大门
世界太闷也只得你跟我玩


 感谢 
Lion
 
 提供歌词

",玩具,敷衍
https://mojim.com/cny100019x73x8.htm,"
王菲






我信


作词：林夕
作曲：Adrian Chan
编曲：Alex San
据说有信仰会上天堂　我知　据说胜过暖暖的双人床
何必怀疑　你我说法永远一致　或者可以　无须迟疑
未来事情听讲有天知
而　我信我信我信　请信任我的愚蠢
来　我信我信我肯信　好说话我听尽
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
我不信我不信我不信　找谁渡我的迷津
假如作得准　为何不肯依循
据说最暗处也有光明　我知　据说世界有美好将来
何必怀疑　据说爱过再爱一次　亦会及时　毫不犹疑
未来事情不必太早知
什么　也好　能相信　多自在


 感谢 
Lion
 
 提供歌词

",我信,敷衍
https://mojim.com/cny100019x73x9.htm,"
王菲






自便


作词：林夕
作曲：Alex San
编曲：Alex San
若你不惯　　别怕烦　别怕烦
是我颇懒　没太多时间
是我躯壳　其实应掉进荒野间
这感情货不很对版　你不必归还
像废置空罐　让我们废物里游玩
让你有不满　又那敢自满
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
让这世界审判　无论怎改进也都这般
这生命我只需要一半　让你双手来吧来管
未来是我不太需要的　请你自便取去　否则交给谁
自由是我不爱拥有的　你请来　拿去拿去
运程是我不太关注的　自然共你相随　不必交给谁
价值是我不会保障的　你不来　还不懂得要追
自便　到取　请到取


 感谢 
Lion
 
 提供歌词

",自便,敷衍
https://mojim.com/cny100019x73x10.htm,"
王菲






约定


作词：林夕
作曲：陈小霞
编曲：Adrian Chan
还记得当天旅馆的门牌
还留住笑着离开的神态
当天整个城市　那样轻快
沿路一起走半哩长街
还记得街灯照出一脸黄
还燃亮那份微温的便当
剪影的你轮廓　太好看
凝住眼泪才敢细看
忘掉天地　仿佛也想不起自己
仍未忘相约看漫天黄叶远飞
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
就算会与你分离　凄绝的戏
要决心忘记　我便记不起
明日天地　只恐怕认不出自己
仍未忘跟你约定假如没有死
就算你壮阔胸膛　不敌天气
两鬓斑白　都可认得你*
还记得当天结他的和弦
还明白每段旋律的伏线
当天街角流过你声线　沿路旅程如歌褪变
就算你壮阔胸膛　不敌天气
两鬓斑白　都可认得你


 感谢 
Lion
 
 提供歌词

",约定,敷衍
https://mojim.com/cny100019x71x1.htm,"
王菲






清平调(& 邓丽君)


作词：李白
作曲：曹俊鸿
编曲：Gary Tong
监制：Alvin Leong
云想衣裳花想容
春风拂槛露华浓
若非群玉山头见
会向瑶台月下逢
一枝红艳露凝香
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
云雨巫山枉断肠
借问汉宫谁得似
可怜飞燕倚新妆
名花倾国两相欢
长得君王带笑看
解识春风无限恨
沉香亭北倚阑干


 感谢 
唐唐
 
 修正歌词

",清平调(& 邓丽君),清平调
https://mojim.com/cny100019x69x1.htm,"
王菲






爱不可及


电影 触不可及 主题曲
作词：林夕
作曲：张亚东
几步之遥 一生距离
风欲静 而心不息
后悔有期 却无爱可纪
相濡以沫 空留一口气
一辈子三个字听来熟悉
没说然后 就在一起
(已)来不及 也走不及
死而有憾 因得一知己
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
反正死别不如生离
命在这儿 运在哪里
灵魂有意 而肉身麻痹
唇离齿太远 触不可及
可爱 可爱不可及
命和运太远 爱不可及
[00:00.00]王菲-爱不可及
[00:03.11]作词：林夕 作曲：张亚东
[00:07.65]几步之遥
[00:10.77]一生距离
[00:15.17]风欲静 而心不息
[00:22.92]后悔有期
[00:26.58]却无爱可纪
[00:30.72]相濡以沫
[00:34.32]空留一口气
[00:38.29]一辈子三个字
[00:42.12]听来熟悉
[00:46.00]没说然后
[00:49.29]就在一起
[00:53.92]来不及 也走不及
[01:01.54]死而有憾
[01:05.21]因得一知己
[01:09.43]微博：weibo.com/shebeyonds
[01:40.48]一辈子三个字
[01:44.22]听来熟悉
[01:48.02]没说然后
[01:51.36]就在一起
[01:55.63]已来不及也走不及
[02:03.44]死而有憾
[02:07.20]因得一知己
[02:11.31]反正死别不如生离
[02:19.07]命在这儿运在哪里
[02:26.79]灵魂有意
[02:30.47]而肉身麻痹
[02:34.49]唇离齿太远
[02:38.56]触不可及
[02:42.25]
[02:46.36]可爱
[02:48.16]可爱不可及
[02:53.81]命和运太远
[02:57.83]爱不可及
[03:01.59]微博：weibo.com/shebeyonds


 感谢 
成明星Beyonds
 
 提供歌词
 感谢 
成明星Beyonds
 
 提供动态歌词
 感谢 
成明星Beyonds
 
 修正歌词
 
友站连结：
 
Beyonds' weibo
　

",爱不可及,电影 触不可及
https://mojim.com/cny100019x65x1.htm,"
王菲






幽兰操


电影《孔子》主题曲
作词：韩愈
作曲：讴歌
兰之猗猗 扬扬其香
众香拱之 幽幽其芳
不采而佩 于兰何伤
以日以年 我行四方
文王梦熊 渭水泱泱
采而佩之 奕奕清芳
雪霜茂茂 蕾蕾于冬
君子之守 子孙之昌
雪霜茂茂 蕾蕾于冬
君子之守 子孙之昌
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
兰之猗猗 扬扬其香
众香拱之 幽幽其芳
不采而佩 于兰何伤
以日以年 我行四方
文王梦熊 渭水泱泱
采而佩之 奕奕清芳
雪霜茂茂 蕾蕾于冬
君子之守 子孙之昌
雪霜茂茂 蕾蕾于冬
君子之守 子孙之昌



",幽兰操,幽兰操
https://mojim.com/cny100019x59x1.htm,"
王菲






爱笑的天使


嫣然天使基金 主题曲
作词：王菲
作曲：陈辉阳
编曲：陈辉阳
监制：陈辉阳
爱笑的天使嘴角上扬
欣然而至　崭新的脸庞
不闪不躲　盈盈亮亮
面朝纯白　背向金黄
爱笑的天使没有翅膀
嫣然一笑就飞翔
笑容在心里　快乐在脸上
不说一句教人善良
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
爱笑的天使嘴角上扬
混然不觉　兀自安祥
不惹尘埃　不起风浪
在你身上我看到了光
爱笑的天使没有翅膀
嫣然一笑就飞翔
笑容在心里　快乐在脸上
不说一句教人善良
爱笑的天使爱歌唱
带来人间希望
不需要翅膀嫣然一笑
就能快乐飞翔



",爱笑的天使,嫣然天使基金
https://mojim.com/cny100019x56x1.htm,"
王菲






无奈那天


作词：林夕
作曲：Epo
假使有天　过去能再现　重头停留在某一节
但愿能弥补　你决别那段　对你痛哭多一遍
多一次缠绵　令你发现我在颤抖
如求你可怜　拖到目前
无奈我那天一个转身　不哭泣不乞讨
张望着寂寞长路　或会比当天更好
无奈这天方知你最好　因始终得不到 OH....
若日后又重遇　定对你更好
即使这天　再畅谈往事　仍然难明白我心意
但愿能弥补　趁你还注视　要你再讲多一次
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
多一句诺言　令你告别以后某天
和情侣痴缠　不太自然
无奈我那天一个转身　不哭泣不乞讨
张望着寂寞长路　或会比当天更好
无奈这天方知你最好　因始终得不到 OH....
若日后又重遇　定对你更好
无奈我那天一个转身　不哭泣不乞讨
张望着寂寞长路　或会比当天更好
无奈这天方知你最好　因始终得不到 OH....
若日后又重遇　定对你更好


 感谢 
AA
 
 修正歌词

",无奈那天,情菲得意[情Faye得意]
https://mojim.com/cny100019x56x2.htm,"
王菲






借口


作词：林振强
作曲：李子恒
常请晚星请背影　不用替我太挂心
常劝心境应恬静　别无事也带泪痕
如近来共你相拥之时
常常略察觉你稍带冷感
全因你身边许多要事
暂时没法兴奋
常请眼睛不要醒　不用太过看得真
常劝哭声稍冷静　事情未算有裂痕
如日前为我恭祝生辰
是我冷的背影
全因你当天刚巧有事
辨完便送我火吻
常自我哄骗
也替你辛苦找借口
如全没有介意
却暗孤单饮心里苦酒
明知将分手
但若人未开口
我都会一再当我通通都拥有
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
仍然诈不知
双眼内何事会湿透
常请眼睛不要醒　不用太过看得真
常劝哭声稍冷静　事情未算有裂痕
如日前望见她于街头
共你靠得太紧
全因那一天风急雨暴
任谁亦会走近
常自我哄骗
也替你辛苦找借口
如全没有介意
却暗孤单饮心里苦酒
明知将分手
但若人未开口
我都会一再当我通通都拥有
我诈不知不须再过多久
你会走
尚当我拥有



",借口,情菲得意[情Faye得意]
https://mojim.com/cny100019x56x3.htm,"
王菲






EVERYTHING


作词：林振强
作曲：Gcole/Jnhoward
孤单　纵使好友千万　陪我喝酒
空间　纵使欢笑亿万　亦觉挤满了忧
光阴怎不将一切也冲淡　諠哗声怎么仿似
遮不去我的低叹　怎么每到热闹时仍甚冷
OH！
可能当失去你　至觉当天最美
YOU WERE MY EVERYTHING
可能当失去你　至确当天最美
YOU WERE MY EVERYTHING
傻得很　那天拥有之后　随意放手
盲得很　我怎么　怎么不珍惜
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
便把你送走　多么的想跟你再一次
可不可开恩一次　准许我试多一次
即使这已是极迟　仍愿试　OH....
可能当失去你　至觉当天最美
YOU WERE MY EVERYTHING
可能当失去你　方发现爱已死
YOU WERE MY EVERYTHING
YOU WERE MY LIFE
YOU WERE MY LOVE
(YOU WERE MY EVERYTHING)
YOU WERE MY LIFE
YOU WERE MY EVERYTHING



",EVERYTHING,情菲得意[情Faye得意]
https://mojim.com/cny100019x56x4.htm,"
王菲






巴黎塔尖


作词：林振强
作曲：Epo
过去遍跨　天下城市
我说我本浪人　爱听风中诗
然而在你面前　绵绵情深眼前
谁愿流浪上路途　你在此
你我碰到虽属无意　却似已知事情会这么开始
完全自发　自然　完全无需语言
如尽明白这份缘　一生一次
不必攀登巴黎塔尖　诗般风光经已在前
今夜　明天　愿痴缠　从前如风声飘泊
现在但愿能共你编　千忆晚　千忆天
过去我喜欢独行去　不需要谁
过去我喜欢自由　要似清风吹
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
然而在你面前　灵魂如火猛燃
无力流浪与踏前　不懂飘去
不必攀登巴黎塔尖　诗般风光经已在前
今夜　明天　WO....　从前如风声飘泊
现在但愿能共你编　千亿晚　千亿天
不必攀登巴黎塔尖　诗般风光经已在前
今夜　明天　愿痴缠　从前如风声飘泊
现在但愿能共你编　千忆晚　千忆天
不必攀登巴黎塔尖　诗般风光经已在前
今夜　明天　愿痴缠　从前如风声飘泊
现在但愿能共你编　千忆晚　千忆天


 感谢 
AA
 
 修正歌词

",巴黎塔尖,情菲得意[情Faye得意]
https://mojim.com/cny100019x56x5.htm,"
王菲






又继续等


作词：林振强
作曲：Deke Richards
怎么会是你　怀着苍桑满身的你
完全令我疯狂　完全摛住我眼光　愿共你躺
可惜你是你　曾被恋火灼伤的你
仍然像要躲藏　仍然流浪往远方　共我讲
LITTLE GIRL, PLEASE DON'T　WAIT FOR ME！
(OH GIRL！DON'T WANT　FOR ME YEAH)
总会有你所爱　共你永远相爱(FOR LOVE)
OH LITTLE GIRL, PLEASE DON'T　WAIT FOR ME！
(OH！DON'T WAIT FOR ME)
总会有你所爱　共你永远相爱(FOR LOVE)
更多更详尽歌词 在 ※ Mojim.com　魔镜歌词网 
我独自再等　又继续等　浪费日子去等待　冀待
又继续等　但爱不在
(I'M STILL WAITING, LOVE, OH！　I'M JUST A FOOL COME BACK,
I MISS YOU,FOR LOVE,OH! I'M JUST A FOOL,OH! FOR YOUR LOVE)
许多好友问我　何事始终只身一个
逢人便答很忙　无闲来觅爱歌　实在说谎
始终也是你　流浪他方远方的你
仍缠着我心房　仍然期望共你躺　但你讲
又再等　但你讲



",又继续等,情菲得意[情Faye得意]
